"Module"	"Gene1"	"Gene2"
"M1"	"EPHA7"	"PPP1R36"
"M1"	"EPHA7"	"TRAF4"
"M1"	"EPHA7"	"MGLL"
"M1"	"EPHA7"	"CRYZ"
"M1"	"NCK1"	"IGFBP6"
"M1"	"NCK1"	"LPL"
"M1"	"NCK1"	"VAMP5"
"M1"	"NCK1"	"IRS2"
"M1"	"NCK1"	"SAMD4A"
"M1"	"NCK1"	"EGR1"
"M1"	"NCK1"	"THBS4"
"M1"	"NCK1"	"OGN"
"M1"	"GPR50"	"SATB1"
"M1"	"CASP3"	"PAPSS2"
"M1"	"HSPB3"	"TNFAIP6"
"M1"	"CLGN"	"SMIM3"
"M1"	"KCNJ1"	"IGFBP6"
"M1"	"KCNJ1"	"PLEKHF2"
"M1"	"SYNE1"	"IRS2"
"M1"	"SOX6"	"HP"
"M1"	"N4BP2"	"SATB1"
"M1"	"CCDC42"	"SDPR"
"M1"	"PIGC"	"PFKFB3"
"M1"	"INTS9"	"RASGRP1"
"M1"	"NCBP2"	"IL1R1"
"M1"	"NCBP2"	"C2CD2"
"M1"	"ITGB3"	"LPL"
"M1"	"MAOA"	"RIC8A"
"M1"	"MAOA"	"ANK1"
"M1"	"MAOA"	"SEC22B"
"M1"	"MAOA"	"WFS1"
"M1"	"MAOA"	"ZNF844"
"M1"	"MAOA"	"RPS4Y1"
"M1"	"CDKN1C"	"E4F1"
"M1"	"CDKN1C"	"CSPG4"
"M1"	"CDKN1C"	"APTX"
"M1"	"CDKN1C"	"IRF9"
"M1"	"CDKN1C"	"PDE4A"
"M1"	"CDKN1C"	"RAB13"
"M1"	"CDKN1C"	"COMMD8"
"M1"	"CDKN1C"	"TTYH3"
"M1"	"CDKN1C"	"ZNF148"
"M1"	"CDKN1C"	"BAIAP2L1"
"M1"	"CDKN1C"	"PPFIA2"
"M1"	"CDKN1C"	"PPP1R3G"
"M1"	"CDKN1C"	"RHEBL1"
"M1"	"CDKN1C"	"JPH2"
"M1"	"CDKN1C"	"MAST4"
"M1"	"CDKN1C"	"VAC14"
"M1"	"CDKN1C"	"CDX1"
"M1"	"CDKN1C"	"PCNP"
"M1"	"CDKN1C"	"HCLS1"
"M1"	"CDKN1C"	"VPS29"
"M1"	"CDKN1C"	"CMKLR1"
"M1"	"CDKN1C"	"NR5A1"
"M1"	"CDKN1C"	"ZNF414"
"M1"	"CDKN1C"	"TAF4"
"M1"	"CDKN1C"	"GM2A"
"M1"	"CDKN1C"	"HIBCH"
"M1"	"CDKN1C"	"ATAD3A"
"M1"	"CDKN1C"	"NHP2"
"M1"	"CDKN1C"	"GAN"
"M1"	"CDKN1C"	"MRPL52"
"M1"	"CDKN1C"	"ORC2"
"M1"	"CDKN1C"	"HDAC8"
"M1"	"CDKN1C"	"MBNL1"
"M1"	"CDKN1C"	"OSBPL10"
"M1"	"CDKN1C"	"CXCL16"
"M1"	"CDKN1C"	"CYP27C1"
"M1"	"CDKN1C"	"RBMS1"
"M1"	"CDKN1C"	"DKC1"
"M1"	"CDKN1C"	"ZIC5"
"M1"	"CDKN1C"	"MAP3K6"
"M1"	"CDKN1C"	"SF3A2"
"M1"	"CDKN1C"	"LFNG"
"M1"	"CDKN1C"	"FASTKD5"
"M1"	"CDKN1C"	"TMEM216"
"M1"	"CDKN1C"	"C3orf17"
"M1"	"CDKN1C"	"NR1H2"
"M1"	"CDKN1C"	"CELA3A"
"M1"	"CDKN1C"	"FAM193B"
"M1"	"CDKN1C"	"SFT2D3"
"M1"	"CDKN1C"	"SKIV2L2"
"M1"	"CDKN1C"	"KRT26"
"M1"	"CDKN1C"	"TAF1C"
"M1"	"CDKN1C"	"AHNAK2"
"M1"	"CDKN1C"	"SLC39A1"
"M1"	"CDKN1C"	"SMAD7"
"M1"	"CDKN1C"	"PCDHA5"
"M1"	"EBP"	"DHRS13"
"M1"	"EBP"	"CLCA2"
"M1"	"AATK"	"IRS2"
"M1"	"FBXW7"	"DOCK11"
"M1"	"PLIN1"	"RYR1"
"M1"	"PLIN1"	"NUMA1"
"M1"	"CFD"	"PIAS4"
"M1"	"CFD"	"NDUFA1"
"M1"	"HOXA5"	"PGR"
"M1"	"HOXA5"	"SPATA13"
"M1"	"HOXA5"	"ABCB7"
"M1"	"HOXA5"	"ACSBG2"
"M1"	"NRP1"	"RSPO3"
"M1"	"KIAA0430"	"LINGO1"
"M1"	"MEF2A"	"PDE8B"
"M1"	"PHF20L1"	"PLCL1"
"M1"	"LDHB"	"CNTLN"
"M1"	"LDHB"	"ADAM2"
"M1"	"LDHB"	"MAGEH1"
"M1"	"LDHB"	"AP1AR"
"M1"	"ZBTB2"	"ADI1"
"M1"	"CD24"	"KIF26B"
"M1"	"CD24"	"RFFL"
"M1"	"CD24"	"UBE2R2"
"M1"	"CD24"	"NDRG2"
"M1"	"CD24"	"NUDT7"
"M1"	"CD24"	"KPNA5"
"M1"	"CD24"	"ZNF2"
"M1"	"CD24"	"MKI67"
"M1"	"CD24"	"HMGB2"
"M1"	"CD24"	"NOSIP"
"M1"	"CD24"	"PRR4"
"M1"	"C1orf116"	"LEMD3"
"M1"	"C1orf116"	"WSB2"
"M1"	"C1orf116"	"TBCE"
"M1"	"ACBD3"	"RSPO3"
"M1"	"SLX1A"	"EFNA4"
"M1"	"VTA1"	"SGCB"
"M1"	"CDK16"	"GJB2"
"M1"	"CHGA"	"CBX3"
"M1"	"CHGA"	"ZNF415"
"M1"	"ZFYVE9"	"EFNA4"
"M1"	"TAP1"	"RSPO3"
"M1"	"EPAS1"	"CANX"
"M1"	"EPAS1"	"CCDC8"
"M1"	"RELN"	"CSPG4"
"M1"	"RELN"	"CNTFR"
"M1"	"RELN"	"MTHFD2"
"M1"	"RELN"	"ZNF2"
"M1"	"RELN"	"SYK"
"M1"	"RELN"	"MLYCD"
"M1"	"RELN"	"CSNK1G3"
"M1"	"RELN"	"USP15"
"M1"	"RELN"	"CTSL"
"M1"	"RELN"	"SP110"
"M1"	"ACOT13"	"EFNA4"
"M1"	"FABP4"	"MED16"
"M1"	"FABP4"	"PYCARD"
"M1"	"FABP4"	"ZNF257"
"M1"	"FABP4"	"TMEM45A"
"M1"	"FABP4"	"C4B"
"M1"	"RAD9A"	"BTD"
"M1"	"CISD1"	"IGF1"
"M1"	"HAS3"	"PCDHB5"
"M1"	"LRP4"	"PYGM"
"M1"	"ADIPOR2"	"FAM114A2"
"M1"	"ADIPOR2"	"NNMT"
"M1"	"NUSAP1"	"ADSSL1"
"M1"	"HNRNPA0"	"DHRS13"
"M1"	"HNRNPA0"	"ADSSL1"
"M1"	"TNFAIP6"	"RPAP1"
"M1"	"CD48"	"HOXA7"
"M1"	"COL14A1"	"LHX2"
"M1"	"COL14A1"	"LGR5"
"M1"	"COL14A1"	"LPA"
"M1"	"COL14A1"	"CENPN"
"M1"	"ZNHIT6"	"RGN"
"M1"	"ARHGEF7"	"PECR"
"M1"	"ARHGEF7"	"BOK"
"M1"	"RGS9BP"	"GALNT15"
"M1"	"PI4K2A"	"TSLP"
"M1"	"PRAM1"	"NFASC"
"M1"	"GJB1"	"NFASC"
"M1"	"OTUB1"	"GALNT15"
"M1"	"HOXA11"	"ARHGEF6"
"M1"	"HOXA11"	"ADAM12"
"M1"	"HOXA11"	"CSN1S1"
"M1"	"HOXA11"	"KCNB1"
"M1"	"HOXA11"	"LACTB2"
"M1"	"SAMHD1"	"PLIN2"
"M1"	"CDH8"	"FAM213A"
"M1"	"CDH8"	"SDPR"
"M1"	"TEFM"	"PPP1R36"
"M1"	"TEFM"	"EFNA4"
"M1"	"TEFM"	"KCNB1"
"M1"	"TEFM"	"PFKFB3"
"M1"	"PSME3"	"FKBP5"
"M1"	"PSME3"	"CCDC80"
"M1"	"RPS12"	"CDSN"
"M1"	"RPS12"	"PLAGL1"
"M1"	"RPS12"	"APOLD1"
"M1"	"RPS12"	"ATP9A"
"M1"	"RPS12"	"PDGFD"
"M1"	"MEGF8"	"ZNF415"
"M1"	"KRAS"	"SMIM3"
"M1"	"KRAS"	"FAM13C"
"M1"	"KRAS"	"ATHL1"
"M1"	"KRT6B"	"ADAM12"
"M1"	"SEC13"	"KCNB1"
"M1"	"SEC13"	"ANGPTL1"
"M1"	"SCN1A"	"TIMP3"
"M1"	"UCN"	"RND3"
"M1"	"UCN"	"KCNB1"
"M1"	"UCN"	"ANGPTL1"
"M1"	"UCN"	"PYGL"
"M1"	"MAST1"	"ADAM12"
"M1"	"MAST1"	"PHYH"
"M1"	"SERPINA12"	"PXDN"
"M1"	"WDHD1"	"PENK"
"M1"	"CXCR1"	"SGCB"
"M1"	"TP53RK"	"ANGPTL1"
"M1"	"RPP38"	"LINGO1"
"M1"	"RPP38"	"GLYAT"
"M1"	"LCOR"	"EPHX2"
"M1"	"LCOR"	"SOD2"
"M1"	"LCOR"	"HPGDS"
"M1"	"RAB35"	"PHYH"
"M1"	"PALLD"	"ADAM12"
"M1"	"PALLD"	"ANGPTL1"
"M1"	"RFXAP"	"S100A7"
"M1"	"RFXAP"	"ATP9A"
"M1"	"RFXAP"	"SAMD4A"
"M1"	"RFXAP"	"ACKR4"
"M1"	"RFXAP"	"RNF145"
"M1"	"RFXAP"	"RGN"
"M1"	"MAP7D3"	"BMP4"
"M1"	"MAP7D3"	"GTF2IRD2"
"M1"	"SPICE1"	"PTPRM"
"M1"	"SPICE1"	"WISP2"
"M1"	"SPICE1"	"KCNB1"
"M1"	"SPICE1"	"C15orf48"
"M1"	"SPICE1"	"PLEKHF2"
"M1"	"RIC8A"	"LPL"
"M1"	"RIC8A"	"DGAT1"
"M1"	"RIC8A"	"IGFBP3"
"M1"	"RIC8A"	"RNF150"
"M1"	"RIC8A"	"PAPSS2"
"M1"	"RIC8A"	"ADSSL1"
"M1"	"CSPG4"	"BMP4"
"M1"	"CSPG4"	"PFKFB1"
"M1"	"CSPG4"	"CA4"
"M1"	"CSPG4"	"PLEKHF2"
"M1"	"CSPG4"	"EGR1"
"M1"	"CSPG4"	"SMIM3"
"M1"	"CSPG4"	"TPPP3"
"M1"	"CSPG4"	"GPD1L"
"M1"	"CSPG4"	"HPGDS"
"M1"	"CSPG4"	"PAPSS2"
"M1"	"CSPG4"	"C2CD2"
"M1"	"CSPG4"	"LACTB2"
"M1"	"TCF12"	"DGAT1"
"M1"	"TCF12"	"SDPR"
"M1"	"MCL1"	"S100A6"
"M1"	"CEBPG"	"MGLL"
"M1"	"CSTF2T"	"MGLL"
"M1"	"NLRP7"	"BGN"
"M1"	"NLRP7"	"LPL"
"M1"	"NLRP7"	"TPPP3"
"M1"	"QDPR"	"DEFB103A"
"M1"	"MT1F"	"PFKFB3"
"M1"	"MT1F"	"HRSP12"
"M1"	"ACE2"	"F3"
"M1"	"ACE2"	"PFKFB3"
"M1"	"SATB1"	"FBL"
"M1"	"SATB1"	"EDEM1"
"M1"	"SATB1"	"POLE3"
"M1"	"SATB1"	"HRAS"
"M1"	"SATB1"	"DST"
"M1"	"SATB1"	"ZBTB20"
"M1"	"SATB1"	"SLC37A4"
"M1"	"SATB1"	"CLCA1"
"M1"	"SATB1"	"IL12A"
"M1"	"SATB1"	"TFAP2C"
"M1"	"SATB1"	"PER1"
"M1"	"SATB1"	"EIF2B5"
"M1"	"SATB1"	"SNX5"
"M1"	"SATB1"	"PMM2"
"M1"	"SATB1"	"COMMD5"
"M1"	"SATB1"	"LRRK1"
"M1"	"ABCB11"	"FSTL1"
"M1"	"RRP15"	"FSTL1"
"M1"	"DMC1"	"HOXA7"
"M1"	"SIM2"	"PPAP2A"
"M1"	"SERPINB12"	"HRSP12"
"M1"	"RPS6KA4"	"BMP4"
"M1"	"RPS6KA4"	"PFKFB1"
"M1"	"RPS6KA4"	"ADSSL1"
"M1"	"TLK2"	"TSLP"
"M1"	"GRK4"	"ADSSL1"
"M1"	"PAFAH1B3"	"HRSP12"
"M1"	"PPIB"	"ADSSL1"
"M1"	"CLDN23"	"HRSP12"
"M1"	"RRAGC"	"C7"
"M1"	"RRAGC"	"TSLP"
"M1"	"HERC1"	"ARHGEF6"
"M1"	"HERC1"	"HP"
"M1"	"KDM1B"	"GNAI1"
"M1"	"KDM1B"	"FSTL1"
"M1"	"LSM11"	"RTN1"
"M1"	"LSM11"	"HSD11B1"
"M1"	"LSM11"	"FSTL1"
"M1"	"IGFBP6"	"SH3BP4"
"M1"	"IGFBP6"	"PAAF1"
"M1"	"IGFBP6"	"HPCAL4"
"M1"	"IGFBP6"	"CLDN1"
"M1"	"IGFBP6"	"FAM71E2"
"M1"	"IGFBP6"	"C1GALT1"
"M1"	"IGFBP6"	"PLEKHA2"
"M1"	"IGFBP6"	"RNF165"
"M1"	"CRHBP"	"HOXA7"
"M1"	"BMP4"	"IFNE"
"M1"	"BMP4"	"ZNF639"
"M1"	"BMP4"	"CNTLN"
"M1"	"BMP4"	"LPP"
"M1"	"BMP4"	"KLK2"
"M1"	"BMP4"	"FUBP1"
"M1"	"BMP4"	"UHMK1"
"M1"	"BMP4"	"CNTFR"
"M1"	"BMP4"	"FHL5"
"M1"	"BMP4"	"PSD3"
"M1"	"BMP4"	"FBXO22"
"M1"	"BMP4"	"RCAN3"
"M1"	"BMP4"	"DGCR14"
"M1"	"BMP4"	"FAM83F"
"M1"	"BMP4"	"RBBP4"
"M1"	"BMP4"	"ATG4D"
"M1"	"BMP4"	"PPFIA4"
"M1"	"BMP4"	"ARPC4"
"M1"	"BMP4"	"CDHR1"
"M1"	"MS4A2"	"HRSP12"
"M1"	"ENY2"	"TSPAN6"
"M1"	"FBXW4"	"IGDCC4"
"M1"	"PTGDR2"	"C7"
"M1"	"TNFRSF17"	"TSPAN6"
"M1"	"PARD6A"	"FSTL1"
"M1"	"INSR"	"MEOX1"
"M1"	"INSR"	"C15orf48"
"M1"	"KIF26B"	"GNAI1"
"M1"	"KIF26B"	"NPY5R"
"M1"	"GMPS"	"TSLP"
"M1"	"HCFC2"	"MEOX1"
"M1"	"EHD1"	"HRSP12"
"M1"	"RNF14"	"VSIG4"
"M1"	"ASGR2"	"THBS4"
"M1"	"GMIP"	"ANGPTL1"
"M1"	"JUND"	"C7"
"M1"	"JUND"	"RND3"
"M1"	"JUND"	"MLLT11"
"M1"	"JUND"	"SAMD4A"
"M1"	"CLDN1"	"DSEL"
"M1"	"SRY"	"TSPAN6"
"M1"	"IGF2"	"PCSK5"
"M1"	"REN"	"GNAI1"
"M1"	"REN"	"HP"
"M1"	"B4GALT1"	"VIM"
"M1"	"B4GALT1"	"ANGPTL1"
"M1"	"RASGRF2"	"NPY5R"
"M1"	"RALGPS1"	"EPHX2"
"M1"	"RALGPS1"	"C15orf48"
"M1"	"TMEM176A"	"ANGPTL1"
"M1"	"ADRB1"	"KCNB1"
"M1"	"SLC22A1"	"ADAM12"
"M1"	"DOK3"	"ADAM12"
"M1"	"WDR36"	"PPP1R36"
"M1"	"WDR36"	"TSLP"
"M1"	"WDR36"	"VSIG4"
"M1"	"WDR36"	"GPD1L"
"M1"	"GRID2"	"TSPAN6"
"M1"	"NCAPH"	"HOXA7"
"M1"	"DNAJC5"	"GNAI1"
"M1"	"DNAJC5"	"PPP1R36"
"M1"	"DNAJC5"	"TSPAN6"
"M1"	"CD1D"	"SUSD2"
"M1"	"PTS"	"DCD"
"M1"	"HSD11B2"	"FSTL1"
"M1"	"AXIN1"	"SUSD2"
"M1"	"AXIN1"	"TSPAN6"
"M1"	"BCL6B"	"HP"
"M1"	"BCL6B"	"SUSD2"
"M1"	"ENG"	"VSIG4"
"M1"	"CEACAM6"	"HP"
"M1"	"CEACAM6"	"PHYH"
"M1"	"CEACAM6"	"THBS4"
"M1"	"CEACAM6"	"TSPAN6"
"M1"	"MRTO4"	"DCD"
"M1"	"MRTO4"	"SGMS2"
"M1"	"MRTO4"	"OXCT1"
"M1"	"RPS15A"	"ADAM12"
"M1"	"RPS15A"	"BOC"
"M1"	"RPS15A"	"ANGPTL1"
"M1"	"RAD1"	"PPP1R36"
"M1"	"KIF3B"	"HP"
"M1"	"LSM10"	"PSPH"
"M1"	"LSM10"	"SUSD2"
"M1"	"RBM4"	"ANXA3"
"M1"	"RBM4"	"SUSD2"
"M1"	"RBM4"	"GPX8"
"M1"	"RBM4"	"TMEM184A"
"M1"	"YIPF4"	"GJB2"
"M1"	"YIPF4"	"VSIG4"
"M1"	"ARL6IP1"	"VEGFB"
"M1"	"ARL6IP1"	"ADAM12"
"M1"	"ARL6IP1"	"KCNB1"
"M1"	"ARL6IP1"	"ANGPTL1"
"M1"	"ZNF639"	"SMIM3"
"M1"	"ZNF639"	"SUSD2"
"M1"	"ZNF639"	"NPY5R"
"M1"	"ZNF639"	"TSPAN6"
"M1"	"CACNA1C"	"PPP1R36"
"M1"	"CACNA1C"	"KCNB1"
"M1"	"CACNA1C"	"PFKFB3"
"M1"	"CACNA1C"	"SMIM3"
"M1"	"BRD4"	"PPP1R36"
"M1"	"TAL2"	"PPAP2A"
"M1"	"TAL2"	"SUSD2"
"M1"	"TAS1R2"	"SUSD2"
"M1"	"ALAS2"	"TPPP3"
"M1"	"HSPE1"	"ADAM12"
"M1"	"HDAC10"	"GNAI1"
"M1"	"HDAC10"	"KCNB1"
"M1"	"HDAC10"	"SMIM3"
"M1"	"HDAC10"	"ACKR4"
"M1"	"MBP"	"GJB2"
"M1"	"MBP"	"ADAM12"
"M1"	"MBP"	"VSIG4"
"M1"	"RNGTT"	"PPP1R36"
"M1"	"CNTLN"	"ADAM12"
"M1"	"CNTLN"	"KCNB1"
"M1"	"CNTLN"	"ANGPTL1"
"M1"	"EPS15"	"BOC"
"M1"	"EPS15"	"PLEKHF2"
"M1"	"EPHA1"	"DGAT1"
"M1"	"HIST1H4L"	"SUSD2"
"M1"	"FRK"	"HOXA7"
"M1"	"VASP"	"CSN1S1"
"M1"	"VASP"	"ANGPTL1"
"M1"	"VASP"	"LACTB2"
"M1"	"UBE2D4"	"KAT2B"
"M1"	"WFDC5"	"ADAM12"
"M1"	"WFDC5"	"ANGPTL1"
"M1"	"DVL1"	"PPP1R36"
"M1"	"UTY"	"FERMT2"
"M1"	"UTY"	"HP"
"M1"	"ARL4A"	"BOK"
"M1"	"ARL4A"	"EPHX2"
"M1"	"ARL4A"	"ADSSL1"
"M1"	"CXCL5"	"ADSSL1"
"M1"	"PPP1R13L"	"TPPP3"
"M1"	"PPP1R13L"	"ADSSL1"
"M1"	"LPP"	"VAMP5"
"M1"	"LPP"	"PPP1R36"
"M1"	"LPP"	"RNASE4"
"M1"	"SNAPC4"	"PLEKHF2"
"M1"	"CDCA4"	"GJA1"
"M1"	"CDCA4"	"IGFBP3"
"M1"	"CDCA4"	"TSPAN6"
"M1"	"MALL"	"PROS1"
"M1"	"MALL"	"CRYZ"
"M1"	"DLGAP4"	"IGSF10"
"M1"	"SERTAD4"	"NOL3"
"M1"	"HIST3H2A"	"TBX21"
"M1"	"HIST3H2A"	"QRICH1"
"M1"	"HIST3H2A"	"SLC26A11"
"M1"	"HIST3H2A"	"CENPI"
"M1"	"HIST3H2A"	"MAFA"
"M1"	"RRAGB"	"COL10A1"
"M1"	"CITED4"	"COL10A1"
"M1"	"CITED4"	"SGMS2"
"M1"	"CKMT2"	"FZD9"
"M1"	"CKMT2"	"HPCAL1"
"M1"	"CKMT2"	"UNC119B"
"M1"	"CKMT2"	"NEURL2"
"M1"	"BHLHE41"	"CENPI"
"M1"	"BHLHE41"	"CHN2"
"M1"	"BHLHE41"	"SPATA20"
"M1"	"BHLHE41"	"GPRC5B"
"M1"	"BHLHE41"	"PRAMEF10"
"M1"	"PKDREJ"	"RASGRP1"
"M1"	"GJB2"	"PSCA"
"M1"	"GJB2"	"LHX2"
"M1"	"GJB2"	"PIAS4"
"M1"	"GJB2"	"MRPS10"
"M1"	"GJB2"	"SERPINB6"
"M1"	"GJB2"	"SEC31A"
"M1"	"ATP5J2"	"LACTB2"
"M1"	"SNTG1"	"MFAP4"
"M1"	"SNTG1"	"LDB2"
"M1"	"WDR63"	"MARCH3"
"M1"	"DUSP14"	"NCKAP1"
"M1"	"DUSP14"	"LDB2"
"M1"	"DUSP14"	"MARCH3"
"M1"	"PPP1R11"	"NQO1"
"M1"	"ARHGAP19"	"COL10A1"
"M1"	"HACE1"	"NQO1"
"M1"	"ITPK1"	"KDELR3"
"M1"	"MEPE"	"NQO1"
"M1"	"ANKRD11"	"HSPB7"
"M1"	"ARHGAP6"	"PLP1"
"M1"	"ARHGAP6"	"RLBP1"
"M1"	"ARHGAP6"	"HIST1H2AD"
"M1"	"ARHGAP6"	"GGA3"
"M1"	"ARHGAP6"	"NEURL1B"
"M1"	"ARHGAP6"	"GNPTAB"
"M1"	"CRYAB"	"NPM1"
"M1"	"CRYAB"	"GGA2"
"M1"	"CRYAB"	"PCSK6"
"M1"	"CRYAB"	"TBC1D24"
"M1"	"TARS"	"MARCH3"
"M1"	"PRICKLE1"	"NR1H3"
"M1"	"GNB1"	"COL10A1"
"M1"	"CHUK"	"TMEM184A"
"M1"	"DMWD"	"KDELR3"
"M1"	"TLR8"	"COL10A1"
"M1"	"CHD8"	"TMEM184A"
"M1"	"RAD54L2"	"RASGRP1"
"M1"	"MCAM"	"SH3GL2"
"M1"	"VEGFB"	"TNS1"
"M1"	"VEGFB"	"RELA"
"M1"	"VEGFB"	"MRPS27"
"M1"	"VEGFB"	"SNX5"
"M1"	"VEGFB"	"PHACTR3"
"M1"	"ITGAM"	"MARCH3"
"M1"	"CANX"	"COL10A1"
"M1"	"LITAF"	"MARCH3"
"M1"	"ACSM3"	"BOK"
"M1"	"ACSM3"	"MARCH3"
"M1"	"PLIN2"	"SIX1"
"M1"	"PLIN2"	"HNRNPF"
"M1"	"PLIN2"	"SV2C"
"M1"	"PLIN2"	"HIC1"
"M1"	"PLIN2"	"MCM3"
"M1"	"PLIN2"	"ACTL6A"
"M1"	"PLIN2"	"APEH"
"M1"	"PLIN2"	"CCDC63"
"M1"	"RGS16"	"SUPT16H"
"M1"	"RGS16"	"CASP4"
"M1"	"RGS16"	"APOL5"
"M1"	"RGS16"	"ZNF189"
"M1"	"SIRT2"	"LACTB2"
"M1"	"POLDIP3"	"CPE"
"M1"	"RFC4"	"FAM213A"
"M1"	"RFC4"	"DEFB1"
"M1"	"MTUS1"	"SGMS2"
"M1"	"CHRD"	"LACTB2"
"M1"	"FCRL3"	"MFAP4"
"M1"	"LRP3"	"HSPB7"
"M1"	"LRP3"	"TMEM184A"
"M1"	"CCKAR"	"PLEKHF2"
"M1"	"TOR1AIP1"	"MARCH3"
"M1"	"ETV6"	"WISP2"
"M1"	"ETV6"	"TMEM184A"
"M1"	"PRC1"	"SGMS2"
"M1"	"ILKAP"	"EPHX2"
"M1"	"GNG4"	"BOK"
"M1"	"SYT6"	"MFAP5"
"M1"	"APTX"	"NQO1"
"M1"	"SGPP1"	"TFPI2"
"M1"	"RNH1"	"GNAI1"
"M1"	"RNH1"	"LACTB2"
"M1"	"SCRN1"	"ACSF2"
"M1"	"TFB2M"	"GNAI1"
"M1"	"TFB2M"	"WISP2"
"M1"	"MTUS2"	"EGFLAM"
"M1"	"HNRNPF"	"PLP1"
"M1"	"GRIP1"	"TMEM184A"
"M1"	"TNFRSF1A"	"TMEM184A"
"M1"	"LAMTOR4"	"ADAMTS1"
"M1"	"LAMTOR4"	"MARCH3"
"M1"	"SMEK1"	"EGFLAM"
"M1"	"CLN8"	"EPHX2"
"M1"	"CLN8"	"C15orf48"
"M1"	"DCTN4"	"RASGRP1"
"M1"	"GADD45G"	"KDELR3"
"M1"	"IPCEF1"	"SGMS2"
"M1"	"CSRP2BP"	"MARCH3"
"M1"	"NASP"	"MGLL"
"M1"	"SEPT5"	"EPHX2"
"M1"	"GNG2"	"CRYZ"
"M1"	"SRA1"	"NPY5R"
"M1"	"SRA1"	"LACTB2"
"M1"	"FGFR3"	"CENPI"
"M1"	"FGFR3"	"TBC1D23"
"M1"	"FGFR3"	"PRIM1"
"M1"	"FGFR3"	"ABHD10"
"M1"	"FGFR3"	"DAO"
"M1"	"FKBP15"	"MGLL"
"M1"	"TAAR1"	"EPHX2"
"M1"	"NUP54"	"IGDCC4"
"M1"	"DCUN1D5"	"CRYZ"
"M1"	"ZNF8"	"TMEM184A"
"M1"	"ZNF8"	"IGDCC4"
"M1"	"EIF4B"	"IGDCC4"
"M1"	"ZNF251"	"PLEKHF2"
"M1"	"TRIM71"	"MGLL"
"M1"	"UPP2"	"PLEKHF2"
"M1"	"ARHGAP36"	"BGN"
"M1"	"ARHGAP36"	"ZNF518B"
"M1"	"PTPN21"	"MGLL"
"M1"	"ACVR2B"	"HSPB7"
"M1"	"ACVR2B"	"NPY5R"
"M1"	"TGIF1"	"HSPB7"
"M1"	"HLTF"	"EFNA4"
"M1"	"HLTF"	"KCNB1"
"M1"	"PECR"	"RUNX1T1"
"M1"	"PECR"	"PDE6D"
"M1"	"PECR"	"DGAT1"
"M1"	"PECR"	"DMXL2"
"M1"	"PECR"	"CPNE6"
"M1"	"PECR"	"JPH2"
"M1"	"PECR"	"KLF5"
"M1"	"PECR"	"BICD2"
"M1"	"PECR"	"KCNIP4"
"M1"	"PECR"	"RP2"
"M1"	"PECR"	"SNX30"
"M1"	"PECR"	"GPR37"
"M1"	"PECR"	"CABP1"
"M1"	"PECR"	"EZH2"
"M1"	"PECR"	"BTG2"
"M1"	"PECR"	"IL1RAPL1"
"M1"	"PECR"	"NSD1"
"M1"	"PECR"	"SUDS3"
"M1"	"PECR"	"RARS2"
"M1"	"PECR"	"CRYBB2"
"M1"	"PECR"	"FAHD1"
"M1"	"PECR"	"PEX5"
"M1"	"PECR"	"TSTD1"
"M1"	"PECR"	"LRRC69"
"M1"	"PECR"	"SLC27A3"
"M1"	"PECR"	"TCEB2"
"M1"	"PECR"	"DYNLL1"
"M1"	"PECR"	"NKX2-1"
"M1"	"PECR"	"ZNF207"
"M1"	"PECR"	"CCK"
"M1"	"PECR"	"KIF1C"
"M1"	"PECR"	"GIF"
"M1"	"PECR"	"MAML3"
"M1"	"WIPF1"	"CRYZ"
"M1"	"MLLT6"	"MGLL"
"M1"	"PTBP2"	"LACTB2"
"M1"	"XRCC6"	"IGDCC4"
"M1"	"AMPD1"	"ACSS3"
"M1"	"AMPD1"	"MGLL"
"M1"	"PRKAR1B"	"CSN1S1"
"M1"	"PRKAR1B"	"ANXA3"
"M1"	"RPL19"	"TMEM184A"
"M1"	"CENPA"	"LACTB2"
"M1"	"GEMIN2"	"MGLL"
"M1"	"F7"	"BOC"
"M1"	"F7"	"CRYZ"
"M1"	"TOP2B"	"ADAM12"
"M1"	"TOP2B"	"KCNB1"
"M1"	"TOP2B"	"LACTB2"
"M1"	"MTBP"	"KCNB1"
"M1"	"MTBP"	"LACTB2"
"M1"	"CREM"	"FAM213A"
"M1"	"CREM"	"MGLL"
"M1"	"WDR77"	"GNAI1"
"M1"	"WDR77"	"C15orf48"
"M1"	"SLC17A1"	"GNAI1"
"M1"	"SLC17A1"	"EPHX2"
"M1"	"SLC17A1"	"FAM13C"
"M1"	"SETD1A"	"PPP1R36"
"M1"	"SETD1A"	"GPD1L"
"M1"	"PROSER1"	"MGLL"
"M1"	"GABARAPL1"	"DCD"
"M1"	"SESN2"	"DCD"
"M1"	"SESN2"	"CITED2"
"M1"	"SESN2"	"RPS24"
"M1"	"CHD7"	"DCD"
"M1"	"OLIG3"	"PPP1R36"
"M1"	"OLIG3"	"MGLL"
"M1"	"OLIG3"	"SDPR"
"M1"	"PPP1R9B"	"PLEKHF2"
"M1"	"AKT3"	"GNAI1"
"M1"	"AKT3"	"EPHX2"
"M1"	"DPY30"	"MGLL"
"M1"	"CLNS1A"	"MGLL"
"M1"	"RPL5"	"MGLL"
"M1"	"NME1"	"DCD"
