"Module"	"Gene1"	"Gene2"
"M1"	"HELZ2"	"HSPB8"
"M1"	"HELZ2"	"DHRS13"
"M1"	"HELZ2"	"SMIM3"
"M1"	"MSN"	"DCD"
"M1"	"MSN"	"VAMP5"
"M1"	"TFEC"	"DCD"
"M1"	"UVRAG"	"SGMS2"
"M1"	"SMTN"	"KCNB1"
"M1"	"MED9"	"PLEKHF2"
"M1"	"SDCCAG8"	"EPHX2"
"M1"	"SDCCAG8"	"TMEM184A"
"M1"	"SDCCAG8"	"LACTB2"
"M1"	"TRAF3IP1"	"MFAP4"
"M1"	"TRAF3IP1"	"TMEM184A"
"M1"	"TSN"	"DCD"
"M1"	"TSN"	"ADAM12"
"M1"	"TSN"	"MGLL"
"M1"	"MOB3B"	"SNX10"
"M1"	"MOB3B"	"MPPED2"
"M1"	"DNAJA4"	"ADAM12"
"M1"	"GAS2L2"	"SMIM3"
"M1"	"NRXN1"	"CRYZ"
"M1"	"NDUFAF1"	"ADAM12"
"M1"	"PDCD4"	"ADAM12"
"M1"	"TARBP2"	"LPL"
"M1"	"TARBP2"	"DGAT1"
"M1"	"TARBP2"	"IGFBP3"
"M1"	"TARBP2"	"ARHGEF40"
"M1"	"TCFL5"	"GNAI1"
"M1"	"TCFL5"	"KCNB1"
"M1"	"FBXO30"	"KCNB1"
"M1"	"ZNF219"	"PROS1"
"M1"	"TNPO2"	"TIMP3"
"M1"	"SLC25A4"	"PPP1R36"
"M1"	"SP1"	"ANXA3"
"M1"	"SAAL1"	"EFNA4"
"M1"	"SAAL1"	"KCNB1"
"M1"	"CPSF6"	"VAMP5"
"M1"	"CPSF6"	"FAM213A"
"M1"	"RFX2"	"LACTB2"
"M1"	"TAGLN"	"ADAM12"
"M1"	"TAGLN"	"LACTB2"
"M1"	"FGFR1OP"	"WISP2"
"M1"	"METTL9"	"BOC"
"M1"	"METTL9"	"OSBPL6"
"M1"	"NBN"	"TIMP3"
"M1"	"NBN"	"CRYZ"
"M1"	"NBN"	"KDELR3"
"M1"	"SPTA1"	"PLEKHF2"
"M1"	"SPTA1"	"TMEM184A"
"M1"	"NFIB"	"MARCH3"
"M1"	"MCM5"	"ADAM12"
"M1"	"MCM5"	"COL10A1"
"M1"	"THRB"	"ADAM12"
"M1"	"UBE2R2"	"BOC"
"M1"	"UBE2R2"	"PPP1R36"
"M1"	"UBE2R2"	"VSIG4"
"M1"	"BIRC5"	"KCNB1"
"M1"	"BIRC5"	"CRYZ"
"M1"	"GPRC5C"	"LARP6"
"M1"	"RAB34"	"DCD"
"M1"	"RAB34"	"VAMP5"
"M1"	"MYOD1"	"DCD"
"M1"	"ARPC1B"	"ADAM12"
"M1"	"ARPC1B"	"KLHL5"
"M1"	"SLAIN2"	"ADAM12"
"M1"	"SLAIN2"	"TPPP3"
"M1"	"SLAIN2"	"SLC16A6"
"M1"	"SLAIN2"	"KLHL5"
"M1"	"ELOVL7"	"BOC"
"M1"	"ELOVL7"	"TIMP3"
"M1"	"MYBL2"	"MGLL"
"M1"	"MYBL2"	"CD55"
"M1"	"COLGALT1"	"LACTB2"
"M1"	"PAX2"	"DCD"
"M1"	"PAX2"	"SMIM3"
"M1"	"PAX2"	"GPD1L"
"M1"	"PDX1"	"MGLL"
"M1"	"GNL3L"	"BOK"
"M1"	"GNL3L"	"EPHX2"
"M1"	"GNL3L"	"HMCN1"
"M1"	"RNF123"	"MARCH3"
"M1"	"AP3S2"	"FKBP5"
"M1"	"WSB2"	"ADAM12"
"M1"	"FAR1"	"DGAT1"
"M1"	"FAR1"	"TIMP3"
"M1"	"FAR1"	"MGLL"
"M1"	"ESCO1"	"PLEKHF2"
"M1"	"GOPC"	"DCD"
"M1"	"EDAR"	"WISP2"
"M1"	"EDAR"	"EPHX2"
"M1"	"WDR48"	"ADAM12"
"M1"	"WDR48"	"BOC"
"M1"	"MYO10"	"BOC"
"M1"	"GGH"	"PFKFB1"
"M1"	"CRYBB1"	"PLAGL1"
"M1"	"CRYBB1"	"SNX7"
"M1"	"IRF9"	"FKBP5"
"M1"	"POLR2I"	"MARCH3"
"M1"	"TRIM37"	"MAPK10"
"M1"	"TRIM37"	"BOK"
"M1"	"TRIM37"	"EPHX2"
"M1"	"TRIM37"	"HSPB7"
"M1"	"TRIM37"	"PPAP2A"
"M1"	"PRKAA1"	"BOK"
"M1"	"DCAF17"	"ADAM12"
"M1"	"DCAF17"	"WISP2"
"M1"	"DCAF17"	"BOK"
"M1"	"DCAF17"	"PFKFB1"
"M1"	"DCAF17"	"VSIG4"
"M1"	"DCAF17"	"GPD1L"
"M1"	"DCAF17"	"EGFLAM"
"M1"	"DCAF17"	"TMEM184A"
"M1"	"DCAF17"	"IGDCC4"
"M1"	"DCAF17"	"LACTB2"
"M1"	"ZNF91"	"GPAM"
"M1"	"KLK2"	"LPL"
"M1"	"KLK2"	"BOC"
"M1"	"KLK2"	"THBS4"
"M1"	"KLK2"	"SMIM3"
"M1"	"UHMK1"	"VAMP5"
"M1"	"UHMK1"	"BOC"
"M1"	"UHMK1"	"THBS4"
"M1"	"UHMK1"	"SMIM3"
"M1"	"UHMK1"	"KLHL5"
"M1"	"CNTFR"	"EGR1"
"M1"	"CNTFR"	"THBS4"
"M1"	"CNTFR"	"SMIM3"
"M1"	"SPDEF"	"TUBB6"
"M1"	"MRPS7"	"G0S2"
"M1"	"PRLR"	"G0S2"
"M1"	"SDCCAG3"	"HSPB8"
"M1"	"RRAGA"	"ATP9A"
"M1"	"RRAGA"	"FAM213A"
"M1"	"RRAGA"	"ZNF785"
"M1"	"RRAGA"	"ZNF415"
"M1"	"GNAI1"	"ACTR1A"
"M1"	"GNAI1"	"RELA"
"M1"	"GNAI1"	"RGS7"
"M1"	"GNAI1"	"RPL35"
"M1"	"GNAI1"	"IMPA1"
"M1"	"GNAI1"	"EIF1AX"
"M1"	"GNAI1"	"CXCR2"
"M1"	"GNAI1"	"GZMM"
"M1"	"GNAI1"	"IGF1"
"M1"	"GNAI1"	"SLC22A16"
"M1"	"GNAI1"	"SOS2"
"M1"	"GNAI1"	"FADS2"
"M1"	"SPAG1"	"ACSS3"
"M1"	"MDM4"	"ACSS3"
"M1"	"ARHGEF6"	"BOC"
"M1"	"ARHGEF6"	"TBX21"
"M1"	"ARHGEF6"	"CHMP2B"
"M1"	"ARHGEF6"	"BACH2"
"M1"	"ARHGEF6"	"MED18"
"M1"	"ARHGEF6"	"NUBPL"
"M1"	"ARHGEF6"	"NIPSNAP1"
"M1"	"ARHGEF6"	"CASP7"
"M1"	"ARHGEF6"	"MRPS11"
"M1"	"ARHGEF6"	"MAFK"
"M1"	"ARHGEF6"	"STRA6"
"M1"	"ARHGEF6"	"TACC2"
"M1"	"ARHGEF6"	"SWI5"
"M1"	"ARHGEF6"	"KEAP1"
"M1"	"ARHGEF6"	"DNMT3B"
"M1"	"ARHGEF6"	"ZNF717"
"M1"	"ARHGEF6"	"LATS1"
"M1"	"ARHGEF6"	"PTP4A3"
"M1"	"ARHGEF6"	"CMAS"
"M1"	"ARHGEF6"	"RANBP6"
"M1"	"ARHGEF6"	"IMP4"
"M1"	"ARHGEF6"	"EEF1E1"
"M1"	"ARHGEF6"	"RIOK2"
"M1"	"ARHGEF6"	"POP5"
"M1"	"ARHGEF6"	"HDAC8"
"M1"	"ARHGEF6"	"SOCS4"
"M1"	"NTN1"	"ACSS3"
"M1"	"NTN1"	"ADI1"
"M1"	"USP33"	"ITGB1BP1"
"M1"	"USP33"	"MGLL"
"M1"	"USP33"	"PRICKLE2"
"M1"	"USP33"	"STEAP2"
"M1"	"USP33"	"CD248"
"M1"	"HOXA10"	"MGLL"
"M1"	"HOXA10"	"PENK"
"M1"	"HOXA10"	"SCML1"
"M1"	"ERLIN2"	"CILP"
"M1"	"RAB13"	"HP"
"M1"	"RAB13"	"BOC"
"M1"	"RAB13"	"PPARG"
"M1"	"RAB13"	"FAM213A"
"M1"	"RAB13"	"KIFC2"
"M1"	"RAB13"	"MGLL"
"M1"	"RAB13"	"ANXA3"
"M1"	"RAB13"	"HPGD"
"M1"	"RAB13"	"CA3"
"M1"	"RAB13"	"EGFLAM"
"M1"	"RAB13"	"FAXDC2"
"M1"	"RRAGD"	"AEN"
"M1"	"RRAGD"	"CTAG2"
"M1"	"RRAGD"	"KIAA1407"
"M1"	"IBTK"	"GTF2IRD2"
"M1"	"AKR1B10"	"GTF2IRD2"
"M1"	"CORO2B"	"GTF2IRD2"
"M1"	"GC"	"GTF2IRD2"
"M1"	"ROR2"	"GTF2IRD2"
"M1"	"MYO7A"	"PLEKHF2"
"M1"	"PATL1"	"TMEM256"
"M1"	"EIF3I"	"ADAM12"
"M1"	"EIF3I"	"MAPK10"
"M1"	"PDE6D"	"SRPX2"
"M1"	"SLA"	"EFNA4"
"M1"	"SLA"	"CBR3"
"M1"	"SLA"	"MPPED2"
"M1"	"DYDC2"	"FAM13C"
"M1"	"PAN3"	"FAM13C"
"M1"	"FHOD3"	"FAM13C"
"M1"	"FHOD3"	"ATHL1"
"M1"	"PTGES3"	"ATHL1"
"M1"	"LRPPRC"	"ATHL1"
"M1"	"CAPN2"	"FAM13C"
"M1"	"DEF6"	"FAM13C"
"M1"	"CREB3L2"	"ATHL1"
"M1"	"LPAR4"	"ATHL1"
"M1"	"ZMAT3"	"ATHL1"
"M1"	"SLC4A1"	"ATHL1"
"M1"	"RAB6B"	"FAM13C"
"M1"	"RQCD1"	"FAM13C"
"M1"	"KLHL32"	"ATHL1"
"M1"	"COMMD8"	"LTF"
"M1"	"TAF7L"	"SAMD4A"
"M1"	"C1orf109"	"ADAM12"
"M1"	"NCAPG"	"ADAM12"
"M1"	"NCAPG"	"ACTA1"
"M1"	"NCAPG"	"KCNB1"
"M1"	"CHRM2"	"NPY5R"
"M1"	"CD209"	"ADAM12"
"M1"	"MRPS30"	"NR1H3"
"M1"	"MRPS30"	"GTF2IRD2"
"M1"	"KCTD12"	"ADAM12"
"M1"	"SMAD2"	"TIMP3"
"M1"	"SCAND1"	"PDLIM3"
"M1"	"PSD3"	"RTN1"
"M1"	"FBXO22"	"LPL"
"M1"	"FBXO22"	"EPB41L2"
"M1"	"FBXO22"	"PFKFB3"
"M1"	"FBXO22"	"SMIM3"
"M1"	"FBXO22"	"TPPP3"
"M1"	"FBXO22"	"CA3"
"M1"	"RPL35A"	"PYGM"
"M1"	"RPL35A"	"PDE8B"
"M1"	"RPL35A"	"SPARCL1"
"M1"	"DCD"	"BAIAP2L1"
"M1"	"DCD"	"SORBS2"
"M1"	"EPN3"	"NAA15"
"M1"	"EPN3"	"MEPCE"
"M1"	"EPN3"	"DUT"
"M1"	"EPN3"	"USP45"
"M1"	"EPN3"	"ERN2"
"M1"	"EPN3"	"TMEM171"
"M1"	"PPP1R3C"	"EHF"
"M1"	"FILIP1"	"FANK1"
"M1"	"L1CAM"	"FAM213A"
"M1"	"CEP152"	"FAM213A"
"M1"	"ASB12"	"KAT2B"
"M1"	"TYR"	"FAM213A"
"M1"	"SRPK3"	"FAM213A"
"M1"	"FBXO4"	"FAM213A"
"M1"	"CARF"	"PXDN"
"M1"	"FCER1A"	"SRPX"
"M1"	"FCER1A"	"ADIRF"
"M1"	"FCER1A"	"GPR158"
"M1"	"FCER1A"	"ALDH8A1"
"M1"	"EDEM1"	"MT1M"
"M1"	"CISH"	"KNOP1"
"M1"	"PGR"	"CBR3"
"M1"	"PGR"	"KNOP1"
"M1"	"TINAGL1"	"KNOP1"
"M1"	"FERMT2"	"MFAP3"
"M1"	"FERMT2"	"TAGLN2"
"M1"	"ADIPOQ"	"TPD52L1"
"M1"	"GPR21"	"FAM213A"
"M1"	"PLCD1"	"FAM213A"
"M1"	"TMEM33"	"FAM213A"
"M1"	"AGTPBP1"	"FAM213A"
"M1"	"KPNA6"	"FAM213A"
"M1"	"ACTR6"	"FAM213A"
"M1"	"PTPRCAP"	"FAM213A"
"M1"	"PODXL"	"FAM213A"
"M1"	"ACOX1"	"FAM213A"
"M1"	"ACOX1"	"COLEC12"
"M1"	"FRS3"	"FAM213A"
"M1"	"FRS3"	"GPD1L"
"M1"	"RELA"	"ADAM12"
"M1"	"RELA"	"MEOX1"
"M1"	"RELA"	"MED1"
"M1"	"RELA"	"COL9A3"
"M1"	"RELA"	"FAM213A"
"M1"	"RELA"	"KAT2B"
"M1"	"POLE3"	"FAM213A"
"M1"	"POLE3"	"KAT2B"
"M1"	"A1CF"	"FAM213A"
"M1"	"A1CF"	"C15orf48"
"M1"	"RASGRP1"	"CCNG2"
"M1"	"RASGRP1"	"FAM206A"
"M1"	"RASGRP1"	"SNRPB"
"M1"	"RASGRP1"	"PAH"
"M1"	"MYBPC1"	"ZNF106"
"M1"	"CDSN"	"TPBG"
"M1"	"CDSN"	"TFAP2A"
"M1"	"CDSN"	"INO80C"
"M1"	"CDSN"	"RPAP1"
"M1"	"CDSN"	"LIN52"
"M1"	"CDSN"	"RNF125"
"M1"	"CDSN"	"SLC25A42"
"M1"	"CDSN"	"SRXN1"
"M1"	"CDSN"	"ANGEL2"
"M1"	"CDSN"	"HEXIM2"
"M1"	"CDSN"	"HSDL2"
"M1"	"CMA1"	"OXCT1"
"M1"	"LRRC7"	"ZNF106"
"M1"	"MYRIP"	"TMEM241"
"M1"	"CENPQ"	"ZNF106"
"M1"	"NR1H3"	"ZNF569"
"M1"	"NR1H3"	"SOAT2"
"M1"	"NR1H3"	"TRAPPC4"
"M1"	"NR1H3"	"NHEJ1"
"M1"	"NR1H3"	"TMEM74B"
"M1"	"BGN"	"ATP13A1"
"M1"	"BGN"	"RDH5"
"M1"	"BGN"	"COL4A1"
"M1"	"BGN"	"HDAC5"
"M1"	"BGN"	"ALDOA"
"M1"	"BGN"	"GPS2"
"M1"	"BGN"	"FBXO41"
"M1"	"BGN"	"DDX26B"
"M1"	"BGN"	"RNF170"
"M1"	"BGN"	"FEZ2"
"M1"	"BGN"	"XPR1"
"M1"	"BGN"	"GSTO2"
"M1"	"BGN"	"GRPR"
"M1"	"BGN"	"ADRA1D"
"M1"	"BGN"	"TPCN1"
"M1"	"MASP1"	"ZNF106"
"M1"	"AMPH"	"ZNF106"
"M1"	"ATP6V0D1"	"WDR54"
"M1"	"LPL"	"LRRK2"
"M1"	"LPL"	"PPP1CB"
"M1"	"LPL"	"MIEF2"
"M1"	"LPL"	"TAC3"
"M1"	"SH3KBP1"	"HNRNPCL1"
"M1"	"SH3KBP1"	"PSMC4"
"M1"	"SH3KBP1"	"FBXL13"
"M1"	"FMOD"	"ZKSCAN7"
"M1"	"SEMA6A"	"DGAT1"
"M1"	"MRAP"	"ZNF764"
"M1"	"MRAP"	"METTL21B"
"M1"	"ARRDC1"	"ZNF106"
"M1"	"MTNR1B"	"ZNF106"
"M1"	"TBL1X"	"PLAGL1"
"M1"	"RADIL"	"AIFM2"
"M1"	"CPNE4"	"GLUL"
"M1"	"CACNA1E"	"GLUL"
"M1"	"MOXD1"	"HSD11B1"
"M1"	"RABL6"	"PLAGL1"
"M1"	"ZNF346"	"ZNF106"
"M1"	"GALNT1"	"ZNF106"
"M1"	"PSG2"	"WDR54"
"M1"	"CXCL6"	"EPHX2"
"M1"	"CXCL6"	"WDR54"
"M1"	"DESI1"	"TWIST1"
"M1"	"DESI1"	"PDGFD"
"M1"	"DOK6"	"FGF13"
"M1"	"BDKRB2"	"S100P"
"M1"	"ZNF431"	"CD248"
"M1"	"TNKS2"	"TIMP3"
"M1"	"UPK1A"	"ADHFE1"
"M1"	"CD300LD"	"FANCF"
"M1"	"RPL36AL"	"EPHX2"
"M1"	"KIF13B"	"WDR54"
"M1"	"PSCA"	"C7"
"M1"	"PSCA"	"CSN1S1"
"M1"	"PSCA"	"GPD1L"
"M1"	"PSCA"	"TMEM132A"
"M1"	"TAF8"	"GJA1"
"M1"	"SBDS"	"WDR54"
"M1"	"SHPRH"	"SERINC1"
"M1"	"TNFRSF13B"	"CAP2"
"M1"	"LHX2"	"PHGDH"
"M1"	"LHX2"	"SERINC1"
"M1"	"RAB11FIP5"	"EPHX2"
"M1"	"RUSC1"	"SLC16A6"
"M1"	"TRIM55"	"SMIM3"
"M1"	"PIAS4"	"ZNF785"
"M1"	"PIAS4"	"KLHL5"
"M1"	"EXOC7"	"SERINC1"
"M1"	"CNTNAP4"	"PHGDH"
"M1"	"PRTN3"	"KLHL5"
"M1"	"ZNF205"	"ZNF106"
"M1"	"CDK12"	"GLYAT"
"M1"	"TTYH3"	"ADIRF"
"M1"	"NQO1"	"TWSG1"
"M1"	"NQO1"	"C8A"
"M1"	"NQO1"	"LRRC14"
"M1"	"NLRP1"	"EFNA4"
"M1"	"HUWE1"	"ST14"
"M1"	"HUWE1"	"EFNA4"
"M1"	"PHGDH"	"KCNN3"
"M1"	"PHGDH"	"NSMCE1"
"M1"	"PHGDH"	"HMGN2"
"M1"	"PHGDH"	"WAPAL"
"M1"	"PHGDH"	"ATG4B"
"M1"	"PHGDH"	"STYX"
"M1"	"PHGDH"	"ACTR5"
"M1"	"PHGDH"	"TMEM67"
"M1"	"PHGDH"	"GSTK1"
"M1"	"PHGDH"	"AKIP1"
"M1"	"PHGDH"	"THOC5"
"M1"	"PHGDH"	"TMA16"
"M1"	"PHGDH"	"SLC27A4"
"M1"	"CYC1"	"EFNA4"
"M1"	"EHD3"	"EFNA4"
"M1"	"CXCR2"	"MFAP5"
"M1"	"CXCR2"	"HOXA7"
"M1"	"CKB"	"LPAR1"
"M1"	"MAT2B"	"SLC16A6"
"M1"	"PDGFB"	"CSN1S1"
"M1"	"DGAT1"	"CEP55"
"M1"	"DGAT1"	"FZD8"
"M1"	"DGAT1"	"PLD2"
"M1"	"DGAT1"	"MLYCD"
"M1"	"DGAT1"	"RGS14"
"M1"	"DGAT1"	"PRPF4B"
"M1"	"DGAT1"	"CD63"
"M1"	"DGAT1"	"KCTD5"
"M1"	"DGAT1"	"OSTF1"
"M1"	"DGAT1"	"DLG2"
"M1"	"ADAM12"	"RRP1B"
"M1"	"ADAM12"	"PSMD4"
"M1"	"ADAM12"	"TSGA10"
"M1"	"ADAM12"	"GNL1"
"M1"	"ADAM12"	"PRKRA"
"M1"	"ADAM12"	"KIF21B"
"M1"	"ADAM12"	"CD8B"
"M1"	"ADAM12"	"TUBB1"
"M1"	"ADAM12"	"TNIP1"
"M1"	"ADAM12"	"PKN3"
"M1"	"ADAM12"	"RNF25"
"M1"	"ADAM12"	"C6"
"M1"	"ADAM12"	"PARL"
"M1"	"ADAM12"	"GSKIP"
"M1"	"SCAI"	"RND3"
"M1"	"SCAI"	"EGFLAM"
"M1"	"TOM1L2"	"PLEKHH2"
"M1"	"GUCY1B3"	"EGFLAM"
"M1"	"SERPINA3"	"CSN1S1"
"M1"	"MEOX1"	"IRF6"
"M1"	"MEOX1"	"IRF7"
"M1"	"MEOX1"	"ANKRD42"
"M1"	"MEOX1"	"ZNF581"
"M1"	"VAMP5"	"PPP1R3E"
"M1"	"VAMP5"	"PPFIA2"
"M1"	"VAMP5"	"TBC1D19"
"M1"	"KLF6"	"SRPX"
"M1"	"SGMS1"	"EPB41L2"
"M1"	"SRSF7"	"CSN1S1"
"M1"	"SPI1"	"CSN1S1"
"M1"	"CUL9"	"CSN1S1"
"M1"	"GRK1"	"EGFLAM"
"M1"	"ATP1A1"	"FKBP5"
"M1"	"ATP1A1"	"TIMP3"
"M1"	"RFWD2"	"MARC1"
"M1"	"RFWD2"	"EGR1"
"M1"	"CACNA1B"	"EGR1"
"M1"	"CACNA1B"	"ENPP2"
"M1"	"KPNA5"	"EGFLAM"
"M1"	"ASCC3"	"RND3"
"M1"	"RPL18"	"TIMP3"
"M1"	"RPL18"	"EPB41L2"
"M1"	"RPL18"	"GPD1L"
"M1"	"MAPRE3"	"EPB41L2"
"M1"	"MAPRE3"	"CAP2"
"M1"	"MAPRE3"	"GPD1L"
"M1"	"MAPRE3"	"HOXA7"
"M1"	"MAPRE3"	"MYEOV"
"M1"	"GRM7"	"VSIG4"
"M1"	"HOXA3"	"PFKFB1"
"M1"	"HOXA3"	"GPD1L"
"M1"	"HOXA3"	"TMEM184A"
"M1"	"XPO1"	"FANCF"
"M1"	"XPO1"	"EGR1"
"M1"	"NAE1"	"CSN1S1"
"M1"	"NAE1"	"PABPC1L"
"M1"	"PSPN"	"CSN1S1"
"M1"	"PSPN"	"GPD1L"
"M1"	"SCN5A"	"EGFLAM"
"M1"	"SIN3A"	"C7"
"M1"	"HECW1"	"EPB41L2"
"M1"	"ATP1A3"	"RND3"
"M1"	"ATP1A3"	"SMIM3"
"M1"	"GZMM"	"BOC"
"M1"	"GZMM"	"PPP1R36"
"M1"	"GZMM"	"EGR1"
"M1"	"GZMM"	"VSIG4"
"M1"	"GZMM"	"OSBPL6"
"M1"	"GZMM"	"HPGDS"
"M1"	"CEP55"	"EGFLAM"
"M1"	"UBE2G1"	"PFKFB1"
"M1"	"BTBD3"	"PPP1R36"
"M1"	"BTBD3"	"ANXA3"
"M1"	"BTBD3"	"VSIG4"
"M1"	"BTBD3"	"SLC16A6"
"M1"	"BTBD3"	"EGFLAM"
"M1"	"BTBD3"	"GSTT1"
"M1"	"MIIP"	"ZNF415"
"M1"	"TMCC2"	"BOC"
"M1"	"TMCC2"	"TIMP3"
"M1"	"GMFB"	"EGR1"
"M1"	"TGM3"	"PFKFB1"
"M1"	"TGM3"	"TIMP3"
"M1"	"RAD18"	"BOC"
"M1"	"RAD18"	"C7"
"M1"	"RAD18"	"HPGDS"
"M1"	"ADAM19"	"BOC"
"M1"	"ASPSCR1"	"PLEKHH2"
"M1"	"UBA6"	"BOC"
"M1"	"UBA6"	"WISP2"
"M1"	"UBA6"	"EPB41L2"
"M1"	"UBA6"	"GPD1L"
"M1"	"FCHSD1"	"BOC"
"M1"	"FCHSD1"	"EGR1"
"M1"	"ZNF2"	"BOC"
"M1"	"ZNF2"	"PPP1R36"
"M1"	"ZNF2"	"EGR1"
"M1"	"ZNF2"	"ZNF106"
"M1"	"ZNF2"	"VSIG4"
"M1"	"ZNF2"	"OSBPL6"
"M1"	"ZNF2"	"SLC16A6"
"M1"	"ZNF2"	"HPGDS"
"M1"	"NXF1"	"OSBPL6"
"M1"	"ACTA1"	"TET2"
"M1"	"ACTA1"	"PPTC7"
"M1"	"VIM"	"EAF2"
"M1"	"VIM"	"SVIP"
"M1"	"VIM"	"SPOCK2"
"M1"	"VIM"	"CLPP"
"M1"	"VIM"	"RALGAPB"
"M1"	"VIM"	"TYSND1"
"M1"	"VIM"	"SLC2A4RG"
"M1"	"VIM"	"ARHGEF25"
"M1"	"VIM"	"AKAP14"
"M1"	"CBFA2T2"	"ORC6"
"M1"	"CBFA2T2"	"SRPX"
"M1"	"CBFA2T2"	"ZNF415"
"M1"	"CBFA2T2"	"WNT11"
"M1"	"MFAP4"	"ATOH8"
"M1"	"MFAP4"	"CNNM2"
"M1"	"TMEM132C"	"NKAPL"
"M1"	"TMEM132C"	"ACIN1"
"M1"	"TMEM132C"	"INS"
"M1"	"TMEM132C"	"GNE"
"M1"	"TMEM132C"	"CNNM2"
"M1"	"PTPRM"	"MPHOSPH10"
"M1"	"PTPRM"	"ERN2"
"M1"	"PTPRM"	"FATE1"
"M1"	"HFE"	"EPHX2"
"M1"	"HFE"	"MED1"
"M1"	"HFE"	"ABCC3"
"M1"	"HFE"	"SGCB"
"M1"	"HFE"	"FAM118B"
"M1"	"HP"	"SUFU"
"M1"	"HP"	"PGGT1B"
"M1"	"HP"	"CMKLR1"
"M1"	"HP"	"GIMAP4"
"M1"	"HP"	"HSDL2"
"M1"	"HP"	"SLC39A3"
"M1"	"HP"	"CLK2"
"M1"	"HP"	"MED8"
"M1"	"HP"	"TBC1D9B"
"M1"	"HP"	"ITPKA"
"M1"	"HP"	"EEFSEC"
"M1"	"ERI3"	"SUSD2"
"M1"	"TOB1"	"ABCA6"
"M1"	"HDAC6"	"ABCA6"
"M1"	"PCBD1"	"ABCA6"
"M1"	"LIG1"	"ABCA6"
"M1"	"ADAM22"	"SLC4A11"
"M1"	"ADAM22"	"NPY5R"
"M1"	"OTUB2"	"SAMD4A"
"M1"	"PRKAR2B"	"EGF"
"M1"	"TTI1"	"MARC1"
"M1"	"MID1IP1"	"RNF183"
"M1"	"MID1IP1"	"FAM213A"
"M1"	"BPIFA1"	"ITGB1BP1"
"M1"	"RNF180"	"SOD2"
"M1"	"AACS"	"MARC1"
"M1"	"MAP3K7"	"MARC1"
"M1"	"DMXL2"	"SOD2"
"M1"	"CITED2"	"INCA1"
"M1"	"CITED2"	"PICK1"
"M1"	"CITED2"	"SLC5A3"
"M1"	"SNX2"	"MARC1"
"M1"	"TRPV4"	"MARC1"
"M1"	"NANOG"	"TIMP3"
"M1"	"MFF"	"MARC1"
"M1"	"STIM1"	"MARC1"
"M1"	"TACR1"	"MARC1"
"M1"	"DSN1"	"FKBP5"
"M1"	"DSN1"	"RNF183"
"M1"	"DSN1"	"RNASE1"
"M1"	"DSN1"	"MUC20"
"M1"	"KCNN3"	"EPB41L4B"
"M1"	"KCNN3"	"SLC25A33"
"M1"	"ITGB6"	"SLC25A33"
"M1"	"MSH2"	"SLC25A33"
"M1"	"BBC3"	"FCGBP"
"M1"	"VBP1"	"PSPH"
"M1"	"OGG1"	"HSPB8"
"M1"	"OGG1"	"TNN"
"M1"	"MAGI2"	"EIF5B"
"M1"	"IL12RB2"	"PCCA"
"M1"	"SOX4"	"EFNA4"
"M1"	"ANKRD18A"	"ORC6"
"M1"	"GPLD1"	"ORC6"
"M1"	"MLNR"	"PCCA"
"M1"	"ITGB1BP1"	"PHB"
"M1"	"ITGB1BP1"	"DIP2B"
"M1"	"ITGB1BP1"	"MEIOB"
"M1"	"EEF1G"	"PCCA"
"M1"	"CAMK2N2"	"THRSP"
"M1"	"FIGF"	"ZNF785"
"M1"	"FIGF"	"HPGD"
"M1"	"AMOTL2"	"RPS29"
"M1"	"PLEKHH2"	"RELT"
"M1"	"PLEKHH2"	"KCNV1"
"M1"	"PLEKHH2"	"ZNHIT1"
"M1"	"PLEKHH2"	"ANO6"
"M1"	"PLEKHH2"	"TCAIM"
"M1"	"PLEKHH2"	"VSIG10"
"M1"	"NUP107"	"DCLK1"
"M1"	"USF2"	"PENK"
"M1"	"ACTR2"	"PLAGL1"
"M1"	"KIAA2026"	"ME1"
"M1"	"F3"	"ETV1"
"M1"	"F3"	"LGALS4"
"M1"	"COMMD3"	"DSEL"
"M1"	"RAG2"	"PLAGL1"
"M1"	"VPS37B"	"PLAGL1"
"M1"	"ARMC8"	"CILP"
"M1"	"TSPYL5"	"SAPCD2"
"M1"	"USP17L2"	"PLAGL1"
"M1"	"CYBB"	"GPD1L"
"M1"	"MCRS1"	"IGFBP3"
"M1"	"COG2"	"PAPSS2"
"M1"	"SGOL2"	"EGR3"
"M1"	"BOC"	"TRMT11"
"M1"	"BOC"	"DGCR14"
"M1"	"BOC"	"NEDD9"
"M1"	"BOC"	"TTF2"
"M1"	"INTS7"	"DHRS13"
"M1"	"LGR5"	"TRAF4"
"M1"	"LGR5"	"SMIM3"
"M1"	"LGR5"	"TPPP3"
"M1"	"LGR5"	"ZNF415"
"M1"	"LGR5"	"GLYAT"
"M1"	"ANGPT4"	"PROS1"
"M1"	"ANGPT4"	"RNF150"
"M1"	"ANGPT4"	"MYOM1"
"M1"	"SCARB2"	"PROS1"
"M1"	"COPS7A"	"COL10A1"
"M1"	"COPS7A"	"LINGO1"
"M1"	"CLASP2"	"LINGO1"
"M1"	"PPARG"	"ATAD3A"
"M1"	"MRPS10"	"FAXDC2"
"M1"	"DPYSL2"	"CYB5A"
"M1"	"NOB1"	"SULT1C2"
"M1"	"WISP2"	"PI3"
"M1"	"ETS2"	"MARCH3"
"M1"	"ETS2"	"SCD"
