"","node1","node2","score"
"2269","SERPINF1","TIMP3",0.674
"2270","SERPING1","XAF1",0.498
"2271","SERPING1","VSIG4",0.517
"2272","SERPINH1","TIMP1",0.492
"2273","SERPINH1","SPARC",0.634
"2274","SERPINH1","THBS2",0.59
"2275","SERPINH1","SRPX2",0.415
"2276","SERPINH1","TAGLN",0.469
"2277","SFRP4","TNFAIP6",0.491
"2278","SFRP4","SULF1",0.47
"2279","SFRP4","WNT2",0.9
"2280","SFRP4","THBS4",0.47
"2281","SFRP4","THBS2",0.444
"2282","SNAI2","TIMP3",0.404
"2283","SNAI2","TCF4",0.407
"2284","SNAI2","THY1",0.408
"2285","SNAI2","TPM2",0.414
"2286","SNAI2","SPARC",0.456
"2287","SNAI2","TWIST1",0.952
"2288","SPARC","TIMP1",0.529
"2289","SPARC","THBS4",0.402
"2290","SPARC","TGFB1I1",0.423
"2291","SPARC","TAGLN",0.445
"2292","SPARC","VCAN",0.469
"2293","SPARC","TNFSF11",0.545
"2294","SPARC","THY1",0.545
"2295","SPARC","TIMP3",0.575
"2296","SPARC","TGFBI",0.609
"2297","SPARC","THBS2",0.735
"2298","SPARC","SPOCK1",0.891
"2299","SPOCK1","THBS2",0.476
"2300","SULF1","VCAN",0.422
"2301","SULF1","THBS2",0.652
"2302","TAGLN","VCAN",0.401
"2303","TAGLN","TIMP3",0.565
"2304","TAGLN","THY1",0.648
"2305","TAGLN","TGFBI",0.403
"2306","TAGLN","TGFB1I1",0.477
"2307","TAGLN","TPM2",0.724
"2308","TCF4","TWIST1",0.892
"2309","TCF4","THY1",0.452
"2310","TCF4","TLR7",0.522
"2311","TGFBI","TIMP1",0.491
"2312","TGFBI","VCAN",0.512
"2313","TGFBI","THBS2",0.433
"2314","THBS2","TIMP1",0.561
"2315","THBS2","TNFAIP6",0.491
"2316","THBS2","VCAN",0.636
"2317","THBS2","TIMP3",0.538
"2318","THBS2","THY1",0.481
"2319","THBS2","THBS4",0.519
"2320","THY1","TIMP1",0.632
"2321","THY1","TNFAIP6",0.481
"2322","TIMP1","TREM1",0.415
"2323","TIMP1","TLR2",0.426
"2324","TIMP1","TNFAIP6",0.443
"2325","TIMP1","VCAN",0.496
"2326","TIMP1","TIMP3",0.689
"2327","TLR2","TNFAIP6",0.677
"2328","TLR2","TREM1",0.677
"2329","TLR2","TNFSF11",0.506
"2330","TLR2","TREM2",0.525
"2331","TLR2","TLR7",0.634
"2332","TLR2","VCAN",0.923
"2333","TNFAIP6","TNFSF11",0.521
"2334","TNFAIP6","VCAN",0.799
"2335","TNFRSF11B","TNFSF11",0.999
"2336","TNFSF11","TREM2",0.419
"2337","TPSAB1","TPSB2",0.999
"2338","TREM1","TREM2",0.987
"2339","TREM2","VSIG4",0.61
